Volume,Page,Sheet Type,Decade,Country,County,Subdivision,Transcribed Location,Year count,Start Year,Summary,Readings,100s+999s,% Complete,First Reading,Last Reading,Totals count,Totals 100s+999s,Avg Total,CSV Issues,Site Name,NGR,Latitude,Longitude,Elevation (ft),Stn no.,Observer,Comments
TYRain_1951-1960_23_pt1,186,Rainfall,1950s,Wales,Cardiganshire,-,Aberystwyth (Troed-Rhiw-Seiri) Cardigan,10,1951,[..3#......],15,0,12.5,1953/10,1954/12,1,0,67.2,,ABERYSTWYTH-TROED-RHIW-SEIRI-CARDIGAN,SN 752853,52.451,-3.838,,[4128/8],,
TYRain_1951-1960_23_pt1,188,Rainfall,1950s,Wales,Cardiganshire,-,LLETY-EVAN-HEN (SITE B),10,1951,[...#......],12,0,10,1954/01,1954/12,1,0,78.7,,TALYBONT-LLETTY-EVAN-HEN-SITE-B,SN 694849,52.446,-3.923,,[4129/1],,
TYRain_1951-1960_23_pt1,249,Rainfall,1950s,Wales,Brecknockshire,-,Talybout (Glyn Enclosure),10,1951,[.......###],36,0,30,1958/01,1960/12,3,0,83.5,,TALYBONT-GLYN-ENCLOSURE,SO 082167,51.841,-3.334,1172,[4179/5],,NGR is from 1950s record and matches altitude but cannot verify the location
TYRain_1951-1960_23_pt1,285,Rainfall,1950s,Wales,Brecknockshire,-,LLANWRTYD WELLS (GENAU CWM IRFON),10,1951,[.###......],35,0,29.2,1952/02,1954/12,2,0,67.0,,LLANWRTYD-WELLS-GENAU-CWM-IRFON,SN 867480,52.119,-3.656,800,[4208/7/5],,"NGR is Genau Cwm Irfon. Altitudes match as do relationships to church and station if read as being in feet not yards. 1950s record has an NGR of SN856496, 1.9km NNW, which is a place called Cwm Irfon at about the same altitude but doe not fit the relationships to the station and church."
TYRain_1951-1960_23_pt1,287,Rainfall,1950s,Wales,Brecknockshire,-,FOWY FOREST,10,1951,[........3#],15,0,12.5,1959/10,1960/12,1,0,91.4,,FOWY-FOREST-CEFN-FANNOG,SN 826513,52.147,-3.717,1440,[4208/8/1],,"NGR is from the 1950s record but cannot find Fowy Forst but MIDAS calls the station Cefn Fannog, which matches the NGR. Altitudes match. MIDA end date is 1972"
TYRain_1951-1960_24_pt1,3,Rainfall,1950s,Wales,Montgomeryshire,-,MACHYNLLETH (LLANBRYNMAIR),10,1951,[#.........],12,0,10,1951/01,1951/12,1,0,61.2,,MACHYNLLETH-LLANBRYNMAIR,SH 904026,52.610,-3.620,400,[4244/1],,NGR is based on the relationship to the church and station with matching altitude.
TYRain_1951-1960_24_pt1,5,Rainfall,1950s,Wales,Montgomeryshire,-,MACHYNLLETH (ABERHOSAN),10,1951,[##........],24,0,20,1951/01,1952/12,2,0,60.9,,MACHYNLLETH-ABERHOSAN,SN 811973,52.561,-3.755,425,[4244/2],,NGR is Aberhosan. Altitudes match.
TYRain_1951-1960_24_pt1,6,Rainfall,1950s,Wales,Montgomeryshire,-,MACHYNLLETH (DAROWEN),10,1951,[##........],24,0,20,1951/01,1952/12,2,0,54.6,,MACHYNLLETH-DAROWEN,SH 830018,52.601,-3.729,625,[4244/2/5],,NGR is Darowen at correct relationship to church. Altitudes match
TYRain_1951-1960_24_pt1,7,Rainfall,1950s,Wales,Montgomeryshire,-,CAMMAES (MACHYNLLETH),10,1951,[.#........],12,0,10,1952/01,1952/12,1,0,52.0,,CAMMAES-MACHYNLLETH,SH 840059,52.638,-3.716,170,[4244/3/8],,NGR is in Cemmaes at right altitude. Could be +/- 500n
TYRain_1951-1960_24_pt1,13,Rainfall,1950s,Wales,Montgomeryshire,-,Nantyago (Llangurig),10,1951,[......37##],34,0,28.3,1957/07,1960/12,2,0,94.3,,NANTYAGO-LLANGURIG,SN 826858,52.458,-3.729,1340,[4245/3],,NGR is from 1950s record. Altitudes match. Long/Lat on 1930s record has wrong longitude
TYRain_1951-1960_24_pt1,21,Rainfall,1950s,Wales,Montgomeryshire,-,PLYNLIMON (SEVERN WEIR),10,1951,[.....###9.],45,0,37.5,1956/01,1959/09,3,0,88.7,,PLYNLIMON-SEVERN-WEIR,SN 850872,52.471,-3.694,1090,[4247/5/1],,NGR is from 1950s record. Altitudes match and the location is on the River Severn but no other verification possible.
TYRain_1951-1960_24_pt1,22,Rainfall,1950s,Wales,Montgomeryshire,-,Bloen Hafren,10,1951,[......####],48,0,40,1957/01,1960/12,4,0,102.0,,BLOEN-HAFREN,SN 835884,52.481,-3.717,1425,[4247/5/2],,NGR is from 1950s record and is Blaen Hafren. Altitudes match. Gauge is noted as moving in Sept 1958 but no indication of how far.
TYRain_1951-1960_24_pt1,29,Rainfall,1950s,Wales,Montgomeryshire,-,Montgomery  (Tre Llydiart),10,1951,[#.........],12,0,10,1951/01,1951/12,1,0,32.2,,MONTGOMERY-TRE-LLYDIART,SO 225968,52.564,-3.145,400,[4249/2],,"NGR is Tre Llydiart. Stated altitude appears to be 50 ft. too low. The relationships to the station and church have been written in the wrong boxes, i.e. the church is in the station box etc.."
TYRain_1951-1960_24_pt1,30,Rainfall,1950s,Wales,Montgomeryshire,-,CARNO,10,1951,[.........4],4,0,3.3,1960/09,1960/12,0,0,,,CARNO-SEVERN-WATER-BOARD,SN 961967,52.558,-3.534,600,[4250/1],,NGR is from 1950s record and is in Carno. Altitude from OS map
TYRain_1951-1960_24_pt1,41,Rainfall,1950s,Wales,Montgomeryshire,-,LLANERFYL,10,1951,[.........4],4,0,3.3,1960/09,1960/12,0,0,,,LLANERFYL,SJ 032103,52.682,-3.433,575,[4253/9],,NGR is from 1950s records and is just outside Llanerfyl. Altitudes match
TYRain_1951-1960_24_pt1,42,Rainfall,1950s,Wales,Montgomeryshire,-,GARTHBEIBIO (OLE WEN),10,1951,[####7##2..],79,0,65.8,1951/01,1958/02,6,0,72.7,,GARTHBEIBIO-OLE-WEN,,,,,,,Cannot find Ole Wen near Garthbeibo and no clues on record
TYRain_1951-1960_24_pt1,92,Rainfall,1950s,Wales,Flintshire,-,ST ASAPH (DWILIG ISAF NURSERY),10,1951,[..###7####],90,2,75,1953/01,1960/11,6,0,26.7,,ST-ASAPH-DWILIG-ISAF-NURSERY,SJ 045763,53.275,-3.434,75,[4282/2],,NGR is Ddwylif-isaf. Altitudes match
TYRain_1951-1960_24_pt1,95,Rainfall,1950s,Wales,Flintshire,-,RHYL (DYSERTH ROAD),10,1951,[....#####.],60,0,50,1955/01,1959/12,5,0,27.3,,RHYL-DYSERTH-ROAD,SJ 024812,53.319,-3.467,35,[4284/1],,NGR is from 1950s record and is on Dyserth Road. Altitudes match. NGR is a cemetery and the relationships to the church and station suggest the actual NGR might by 100 to 200 m W or SSW
TYRain_1951-1960_24_pt1,107,Rainfall,1950s,Wales,Denbighshire,-,RUABON (ACREFAIR),10,1951,[.....#####],59,0,49.2,1956/01,1960/11,4,0,35.5,,RUABON-ACREFAIR,SJ 273425,52.975,-3.084,312,[4288/1],,"NGR is from the 1950s record and is the area of the Monsanto Chemical Works, the observer. Altitudes match"
TYRain_1951-1960_24_pt1,127,Rainfall,1950s,Wales,Denbighshire,-,Trevalyn (Ithels' Bridge),10,1951,[........##],24,0,20,1959/01,1960/12,2,0,31.7,,TREVALYN-ITHELS-BRIDGE,SJ 391563,53.100,-2.911,24,[4295/7/3],,NGR is from the 1950s record and is near Ithens Bridge. Altitudes match.
TYRain_1951-1960_24_pt1,145,Rainfall,1950s,Wales,Denbighshire,-,RUTHIN (NANTCLWYD HALL),10,1951,[#.........],12,0,10,1951/01,1951/12,1,0,47.7,,RUTHIN-NANTCLWYD-HALL,SJ 111518,53.056,-3.328,360,[4306/4],,"NGR is Nantclwyd Hall. Stated altitude of 600 ft. is over 200ft too high, OS figure used. 600 ft. does not occur on the estate and the nearest location is about 1km away."
TYRain_1951-1960_24_pt1,159,Rainfall,1950s,Wales,Denbighshire,-,DENBIGH (HENLLAN),10,1951,[###.......],36,0,30,1951/01,1953/12,3,0,28.5,,DENBEIGH-HENLLAN,SJ 026680,53.200,-3.460,460,[4312/8],,NGR is in Henllan with the stated relationship to the church and station and with the stated altitude. NGR could be +/- 200m
TYRain_1951-1960_24_pt1,169,Rainfall,1950s,Wales,Denbighshire,-,Llanrwst (Cae Llan) Denbighshire,10,1951,[.........#],10,0,8.3,1960/01,1960/10,0,0,,,LLANRWST-CAE-LLAN-DENBIGHSHIRE,SH 798619,53.141,-3.798,50,[4322/1],,NGR is near a street called Cae Llan. Altitudes match
TYRain_1951-1960_24_pt1,180,Rainfall,1950s,Wales,Merionethshire,-,BALA CENTRAL SCHOOL,10,1951,[..........],0,0,0,,,0,0,,,BALA-CENTRAL-SCHOOL,SH 925362,52.912,-3.600,530,,,"NGR is between two schools in Bala, not sure which is the Central School. Altitudes match for both. NGR could be +/- 100m"
TYRain_1951-1960_24_pt1,183,Rainfall,1950s,Wales,Merionethshire,-,BALA SLUICES,10,1951,[.........9],9,0,7.5,1960/04,1960/12,0,0,,,BALA-SLUICES,SH 936356,52.907,-3.584,537,[4324/9],,NGR is from the 1950s record and looks to be near sluices for Llyn Tegid. Altitudes match.
TYRain_1951-1960_24_pt1,189,Rainfall,1950s,Wales,Merionethshire,-,HAFOD FADOG,10,1951,[.........7],7,0,5.8,1960/06,1960/12,0,0,,,HAFOD-FADOG,SH 871405,52.950,-3.682,938,[4327/3],,NGR is from 1950s record and is near Hafod Fado. Altitudes match.
TYRain_1951-1960_24_pt1,196,Rainfall,1950s,Wales,Merionethshire,-,HARLECH (DORWYN),10,1951,[#####.....],60,0,50,1951/01,1955/12,5,0,42.9,,HARLECH-DORWYN,SH 572289,52.839,-4.121,60,[4329/1],,NGR is from 1950s record and is Dorwyn. Altitudes match.
TYRain_1951-1960_24_pt1,209,Rainfall,1950s,Wales,Merionethshire,-,FFESTINIOG,10,1951,[#########1],109,0,90.8,1951/01,1960/01,9,0,86.8,,FFESTINIOG-CEGB,SH 74,52.940,-3.940,,,,No information on where this gauge is located could be SH694438 +/- 5km
TYRain_1951-1960_24_pt1,212,Rainfall,1950s,Wales,Merionethshire,-,FFESTINIOG (PENMAESLLAN),10,1951,[#######...],84,0,70,1951/01,1957/12,7,0,73.7,,FFESTINIOG-PENMAESLLAN,SH 701422,52.961,-3.935,545,[4335/7],,"NGR is from the 1950s record for Ffestiniog Manod because I think the observer for both locations, Ffestiniog U. D. C. has mixed up the NGRs for the locations. The NGR on the record of SH704449 is 2 miles north of Ffestiniog. The altitudes are a better match but the relationships to Ffestiniog church and station suggest the gauge might be up to 200 m South."
TYRain_1951-1960_24_pt1,230,Rainfall,1950s,Wales,Merionethshire,-,ABERLLEFENNI,10,1951,[##........],24,0,20,1951/01,1952/12,2,0,86.0,,ABERLLEFENNI,SH 765090,52.665,-3.828,314,[4346/4/1],,NGR is from 1950s record and is close to Aberffefenni. Altitudes match.
TYRain_1951-1960_24_pt1,232,Rainfall,1950s,Wales,Merionethshire,-,Hendre Goed (Hendre DDU Cottages),10,1951,[#.........],12,0,10,1951/01,1951/12,1,0,101.1,,HENDRE-GOED-HENDRE-DDU-COTTAGES,SH 805125,52.697,-3.770,650,[4346/4/2/3],,NGR is from 1950s records and is Hendre DDU cottages. Altitudes match
TYRain_1951-1960_24_pt1,233,Rainfall,1950s,Wales,Merionethshire,-,BWLCH-Y-FEDWEN,10,1951,[#.........],12,0,10,1951/01,1951/12,1,0,97.7,,BWLCH-Y-FEDWEN,SH 918133,52.707,-3.603,825,[4346/4/2/4],,NGR is from 1950s record but is not obviously Bwlch-y-fedwen. Altitudes is from OS map for that NGR.
TYRain_1951-1960_24_pt1,234,Rainfall,1950s,Wales,Merionethshire,-,UPPER CORRIS,10,1951,[##........],24,0,20,1951/01,1952/12,2,0,93.5,,UPPER-CORRIS,SH 743088,52.662,-3.860,660,[4346/4/2/5],,NGR is the centre of Upper Corris but stated altitude suggest the gauge could be +/- 250m from this NGR.
TYRain_1951-1960_24_pt1,235,Rainfall,1950s,Wales,Merionethshire,-,BWLCH OERDDRWS,10,1951,[#.........],12,0,10,1951/01,1951/12,1,0,90.9,,BWLCH-OERDDRWS,SH 815164,52.732,-3.756,700,[4346/4/2/6],,NGR is from 1950s record and is east of a valley or pass called Bwlch Oerddrws. Altitudes reasonable match
TYRain_1951-1960_24_pt1,236,Rainfall,1950s,Wales,Merionethshire,-,MALLWYD (DINAS MAWDDWY),10,1951,[#.........],12,0,10,1951/01,1951/12,1,0,84.5,,MALLWYD-DINAS-MAWDDWY,SH 859148,52.719,-3.691,300,[4346/4/2/7],,"NGR is the centre of Dinas Mawddwy, which is about the right altitude. Could be +/- 250m or more"
TYRain_1951-1960_24_pt1,237,Rainfall,1950s,Wales,Merionethshire,-,MALLWYD (LLANYMAWDDWY),10,1951,[.#........],12,0,10,1952/01,1952/12,1,0,74.2,,MALLWYD-LLANYMAWDDWY,SH 903191,52.758,-3.627,500,[4346/4/2/9],,NGR is in Llanymawddwy with correct relationship to church. Altitudes match.
TYRain_1951-1960_24_pt1,238,Rainfall,1950s,Wales,Merionethshire,-,MALLWYD (PENYGELLAN),10,1951,[.#........],12,0,10,1952/01,1952/12,1,0,71.0,,MALLWYD-PENYGELLAN,SH 905209,52.775,-3.625,550,[4346/4/2/10],,NGR is from 1950s records and is Pen-y-geulan. Altitudes match
TYRain_1951-1960_24_pt1,245,Rainfall,1950s,Wales,Merionethshire,-,MACHYNLLETH (DOVEY BRIDGE),10,1951,[#.........],12,0,10,1951/01,1951/12,1,0,72.1,,MACHYNLLETH-DOVEY-BRIDGE,SH 744019,52.600,-3.856,50,[4346/5],,NGR is the road bridge over River Dovey with correct relationships to Church and station. Altitudes match.
TYRain_1951-1960_24_pt1,252,Rainfall,1950s,Wales,Caernarfonshire,-,LLANRWST (TAL-Y-BONT),10,1951,[.3###.....],38,1,31.7,1952/10,1955/12,3,0,56.1,,LLANRWST-TAL-Y-BONT,SH 768681,53.196,-3.846,,[4350/7],,
TYRain_1951-1960_24_pt1,255,Rainfall,1950s,Wales,Caernarfonshire,-,DOLGARROG,10,1951,[..........],0,0,0,,,0,0,,,DOLGARROG,SH 764672,53.188,-3.851,,[4353/5],,
TYRain_1951-1960_25_pt1,48,Rainfall,1950s,Channel Islands,Jersey,-,Mont Au Pretre (Belmont),10,1951,[##2.......],26,0,21.7,1951/01,1953/02,2,0,45.0,,JERSEY-MONT-AU-PRETRE-BELMONT,WV 650509,49.208,-2.108,,[4430/3],,
TYRain_1951-1960_25_pt1,115,Rainfall,1950s,Scotland,Kirkcudbrightshire,-,KIRKPATRICK DURHAM (CRAIG MANSE),10,1951,[...#......],10,6,8.3,1954/03,1954/12,0,0,,,KIRKPATRICK-DURHAM-CRAIG-MANSE,NX 786700,55.010,-3.900,406,,,406'
TYRain_1951-1960_25_pt1,126,Rainfall,1950s,Scotland,Dumfriesshire,-,MONIAIVE (HUNTER'S LODGE),10,1951,[....3##8..],35,1,29.2,1955/10,1958/08,2,0,45.2,,MONIAIVE-HUNTERS-LODGE,NX 806901,55.191,-3.877,320,[5030/5/2],,
TYRain_1951-1960_25_pt1,139,Rainfall,1950s,Scotland,Dumfriesshire,-,ANNAN (CHAPELCROSS WORKS),10,1951,[......##..],24,0,20,1957/01,1958/12,2,0,41.5,,ANNAN-CHAPELCROSS-WORKS,NY 216702,55.020,-3.228,295,[5032/5],,
TYRain_1951-1960_25_pt1,198,Rainfall,1950s,Scotland,Selkirkshire,-,JARROW SCHOOL,10,1951,[.....8#8..],28,0,23.3,1956/05,1958/08,1,0,35.0,,YARROW-SCHOOL,NT 343264,55.527,-3.042,682,[5060/8],,Name is Yarrow at NGR on record
TYRain_1951-1960_25_pt1,231,Rainfall,1950s,Scotland,Peeblesshire,-,WALKERBURN,10,1951,[........3.],3,0,2.5,1959/05,1959/07,0,0,,,WALKERBURN,NT 363372,55.624,-3.013,,[5073/7],,"FC. Possibly 5073/7 but others station numbers on it too. No elevation, other useful direction info. Moved to Glentiers anyway. NGR for church in Walkburn village 514' bench"
TYRain_1951-1960_25_pt1,232,Rainfall,1950s,Scotland,Peeblesshire,-,PEEBLES (CRAIGERNE),10,1951,[........8#],18,0,15,1959/05,1960/12,0,0,,,PEEBLES-CRAIGERNE,NT 248394,55.642,-3.196,,[5073/8],,
TYRain_1951-1960_25_pt1,238,Rainfall,1950s,Scotland,Peeblesshire,-,Peebles Lentham Whitelake,10,1951,[.........4],4,0,3.3,1960/07,1960/10,0,0,,,PEEBLES-LENTHEN-WHITELAKE,NT 328430,55.676,-3.070,,[5076/3],,
TYRain_1951-1960_25_pt1,239,Rainfall,1950s,Scotland,Peeblesshire,-,Blyth Bridge Chetherand House,10,1951,[.....2873.],20,0,16.7,1956/11,1959/10,0,0,,,BLYTH-BRIDGE-CHETHERAND-HOUSE,NT 119447,55.688,-3.403,,[5076/5],,
TYRain_1951-1960_25_pt1,240,Rainfall,1950s,Scotland,Peeblesshire,-,LEITHEN WATER (HUNTERSKNOWE),10,1951,[.......1#6],19,1,15.8,1958/12,1960/12,1,0,32.9,,LEITHEN-WATER-HUNTERSKNOWE,NT 307442,55.686,-3.104,,[5076/5/3],,
TYRain_1951-1960_25_pt1,266,Rainfall,1950s,Scotland,Berwickshire,-,Abbey St. Bathans (Oakbank),10,1951,[..........],0,0,0,,,0,0,,,ABBEY-ST-BATHANS-OAKBANK,NT 752625,55.855,-2.398,490,,,490' No data
TYRain_1951-1960_25_pt1,267,Rainfall,1950s,Scotland,Berwickshire,-,EYEMOUTH HIGH SCHOOL,10,1951,[.....7##..],31,0,25.8,1956/06,1958/12,2,0,26.6,,EYEMOUTH-HIGH-SCHOOL,NT 942641,55.870,-2.094,73,,,73'
TYRain_1951-1960_25_pt1,277,Rainfall,1950s,Scotland,East Lothian (Haddington),-,East Linton (Phantassie Gardens),10,1951,[...#......],12,0,10,1954/01,1954/12,1,0,29.6,,EAST-LINTON-PHANTASSIE-GDNS,NT 597773,55.987,-2.648,50,[5097/2],,
TYRain_1951-1960_25_pt1,286,Rainfall,1950s,Scotland,East Lothian (Haddington),-,PENCAITLAND (GLENKINCHIE DISTILLERY),10,1951,[..........],0,0,0,,,0,0,,,PENCAITLAND-GLENKINCHIE-DISTILLERY,NT 443669,55.892,-2.892,410,[5103/2],,no data
TYRain_1951-1960_25_pt1,288,Rainfall,1950s,Scotland,East Lothian (Haddington),-,HADDINGTON (LENNOXLOVE),10,1951,[..........],0,0,0,,,0,0,,,HADDINGTON-LENNOXLOVE,NT 511715,55.934,-2.784,209,[5103/4],,no data
TYRain_1951-1960_25_pt1,290,Rainfall,1950s,Scotland,East Lothian (Haddington),-,HAILES CASTLE,10,1951,[..........],0,0,0,,,0,0,,,HAILES-CASTLE,NT 575758,55.973,-2.683,100,[5103/7],,no data
TYRain_1951-1960_25_pt1,292,Rainfall,1950s,Scotland,East Lothian (Haddington),-,TANTALLON CASTLE,10,1951,[..........],0,0,0,,,0,0,,,TANTALLON-CASTLE,NT 594850,56.056,-2.653,100,[5103/97],,no data; station number not clear
TYRain_1951-1960_25_pt1,293,Rainfall,1950s,Scotland,East Lothian (Haddington),-,GLADSMUIR (ELVINGSTON),10,1951,[..........],0,0,0,,,0,0,,,GLADSMUIR-ELVINSTON,NT 461742,55.958,-2.865,280,[5104/1],,no data
TYRain_1951-1960_25_pt1,294,Rainfall,1950s,Scotland,East Lothian (Haddington),-,PRESTONPANS (BURNSIDE),10,1951,[..........],0,0,0,,,0,0,,,PRESTONPANS-BURNSIDE,NT 390744,55.959,-2.979,55,[5104/2],,no data
TYRain_1951-1960_26_pt1,9,Rainfall,1950s,Scotland,Midlothian (Edinburgh),-,FALA (WOODCOTE PARK),10,1951,[..........],0,0,0,,,0,0,,,FALA-WOODCOTE-PARK,NT 458602,55.832,-2.867,800,[5110/5],,no data
TYRain_1951-1960_26_pt1,10,Rainfall,1950s,Scotland,Midlothian (Edinburgh),-,Ford (MacGill Cottage),10,1951,[#.........],12,0,10,1951/01,1951/12,1,0,31.2,,FORD-MACGILL-COTTAGE,NT 387644,55.869,-2.981,410,[5110/9],,DM Welsh record ends but see station 5110. this is 5110/9
TYRain_1951-1960_26_pt1,20,Rainfall,1950s,Scotland,Midlothian (Edinburgh),-,GOREBRIDGE (MIDDLETON HOUSE),10,1951,[..........],0,0,0,,,0,0,,,GOREBRIDGE-MIDDLETON-HOUSE,NT 367582,55.813,-3.012,750,[5116/2],,no data
TYRain_1951-1960_26_pt1,32,Rainfall,1950s,Scotland,Midlothian (Edinburgh),-,DALKEITH HOUSE,10,1951,[..........],0,0,0,,,0,0,,,DALKEITH-HOUSE,NT 334679,55.900,-3.067,150,[5124/3],,no data
TYRain_1951-1960_26_pt1,33,Rainfall,1950s,Scotland,Midlothian (Edinburgh),-,MUSSELBURGH (CARBERRY TOWER),10,1951,[..........],0,0,0,,,0,0,,,MUSSELBURGH-CARBERRY-TOWER,NT 366699,55.918,-3.016,225,[5124/7],,no data
TYRain_1951-1960_26_pt1,66,Rainfall,1950s,Scotland,Midlothian (Edinburgh),-,Musselburgh (Stoneyhill),10,1951,[..........],0,0,0,,,0,0,,,MUSSELBURGH-STONEYHILL,NT 334724,55.940,-3.068,50,[5139/1],,no data
TYRain_1951-1960_26_pt1,76,Rainfall,1950s,Scotland,Midlothian (Edinburgh),-,FAULDHOUSE SEWAGE WORKS,10,1951,[.........6],6,0,5,1960/07,1960/12,0,0,,,FAULDHOUSE-SEWAGE-WORKS,,,,658,[5145/6],,
TYRain_1951-1960_26_pt1,122,Rainfall,1950s,Scotland,Lanarkshire,-,DOLPHINTON (EASTON),10,1951,[..........],0,0,0,,,0,0,,,DOLPHINTON-EASTON,NT 0858749306,55.729,-3.457,835,[5167/8],Clyde River Purification Board,Midas runs from 1961 to 99 / Midas station 13551
TYRain_1951-1960_26_pt1,129,Rainfall,1950s,Scotland,Lanarkshire,-,COBBINSHAW (WOOLFORDS),10,1951,[..........],0,0,0,,,0,0,,,COBBINSHAW-WOOLFORDS,NT 0048656698,55.793,-3.589,856,[5170/3],Clyde River Purification Board,Midas runs from 1961 to 81 / Midas station 13563
TYRain_1951-1960_26_pt1,149,Rainfall,1950s,Scotland,Lanarkshire,-,Bishopbriggs (Springfield Nursery),10,1951,[....######],72,0,60,1955/01,1960/12,6,0,36.7,,BISHOPBRIGGS-SPRINGFIELD-NURSERY,NS 6178170011,55.903,-4.212,200,[5185/2],W.A.Henderon Esq.,Midas runs from 1955 to 1981 Elevation on sheet unlikely / Midas station 13629
TYRain_1951-1960_26_pt1,162,Rainfall,1950s,Scotland,Lanarkshire,-,CRAWFORDJOHN (GLENTEWING),10,1951,[..........],0,0,0,,,0,0,,,CRAWFORDJOHN-GLENTEWING,NS 8778422201,55.481,-3.777,860,[5187/25],Clyde River Purification Board,Midas runs from 1961 to 67 / Midas station 13540
TYRain_1951-1960_26_pt1,163,Rainfall,1950s,Scotland,Lanarkshire,-,Abington (Glengonnar),10,1951,[..........],0,0,0,,,0,0,,,ABINGTON-GLENGONNAR,NS 9328522999,55.489,-3.690,812,[5187/35],Clyde River Purification Board,Midas runs from 1961 to 94 / Midas station 990
TYRain_1951-1960_26_pt1,164,Rainfall,1950s,Scotland,Lanarkshire,-,DOUGLAS (AUCHANDAFF),10,1951,[..........],0,0,0,,,0,0,,,DOUGLAS-AUCHANDAFF,NS 7828323601,55.491,-3.928,1175,[5187/4],Clyde River Purification Board,Midas runs from 1961 to 87 / Midas station 13538
TYRain_1951-1960_26_pt1,166,Rainfall,1950s,Scotland,Lanarkshire,-,LAMINGTON (FALLSIDE),10,1951,[..........],0,0,0,,,0,0,,,LAMINGTON-FALLSIDE,NS 9108430903,55.560,-3.728,963,[5188/2],Clyde River Purification Board,Midas runs from 1961 to 72 / Midas station 13541
TYRain_1951-1960_26_pt1,168,Rainfall,1950s,Scotland,Lanarkshire,-,Coalburn (Midtown),10,1951,[.........#],12,0,10,1960/01,1960/12,1,0,40.8,,COALBURN-MIDTOWN,NS 830342,55.587,-3.858,707,[5188/5],Capt. J. Ross,Midas runs from 1960 to 63 / Midas station 16647
TYRain_1951-1960_26_pt1,169,Rainfall,1950s,Scotland,Lanarkshire,-,COALBURN,10,1951,[....5####.],53,0,44.2,1955/08,1959/12,4,0,47.8,,COALBURN,NS 801338,55.583,-3.904,920,[5188/6],Capt. J. Ross,
TYRain_1951-1960_26_pt1,175,Rainfall,1950s,Scotland,Lanarkshire,-,Strathaven (West Browncastle),10,1951,[..........],0,0,0,,,0,0,,,STRATHAVEN-WEST-BROWNCASTLE,NS 6228143197,55.663,-4.191,808,[5196/5],Clyde River Purification Board,Midas runs from 1961 to 94 / Midas station 13582
TYRain_1951-1960_26_pt1,181,Rainfall,1950s,Scotland,Lanarkshire,-,HAMILTON (CAMERON CRESCENT),10,1951,[.####.....],48,0,40,1952/01,1955/12,4,0,35.1,,HAMILTON-CAMERON-CRESCENT,NS 7104255327,55.774,-4.057,225,[5201/5],Wm. Frame Esq.,
TYRain_1951-1960_26_pt1,185,Rainfall,1950s,Scotland,Lanarkshire,-,BLANTYRE (LIVINGSTONE MEMORIAL),10,1951,[#4........],16,0,13.3,1951/01,1952/04,1,0,40.8,,BLANTYRE-LIVINGSTONE-MEMORIAL,NS 6871957780,55.795,-4.096,227,[5203/8],"The Warden R. G. McCallum, Esq.",
TYRain_1951-1960_26_pt1,203,Rainfall,1950s,Scotland,Ayrshire,-,Largs (Moorburn Nursery),10,1951,[........8#],20,0,16.7,1959/05,1960/12,1,0,51.1,,LARGS-MOORBURN-NURSERY,NS 204599,55.799,-4.867,20,[5215/7/1],,
TYRain_1951-1960_26_pt1,214,Rainfall,1950s,Scotland,Ayrshire,-,SYMINGTON (KERRIX),10,1951,[.........3],3,0,2.5,1960/10,1960/12,0,0,,,SYMINGTON-KERRIX,NS 378309,55.545,-4.572,275,[5228/9],,no other info
TYRain_1951-1960_26_pt1,262,Rainfall,1950s,Scotland,Ayrshire,-,CUMNOCK,10,1951,[.........#],12,0,10,1960/01,1960/12,1,0,40.9,,CUMNOCK,NS 558204,55.456,-4.282,340,[5253/9],,Ayr County Council
TYRain_1951-1960_26_pt1,294,Rainfall,1950s,Scotland,Ayrshire,-,KIRKBRIDGE HOUSE,10,1951,[.........1],1,0,0.8,1960/12,1960/12,0,0,,,KIRKBRIDGE-HOUSE,NS 335047,55.308,-4.625,373,[5266/5],,no other info
TYRain_1951-1960_26_pt1,300,Rainfall,1950s,Scotland,Ayrshire,-,BARR (CHANGUE),10,1951,[.......###],36,0,30,1958/01,1960/12,3,0,54.6,,BARR-CHANGUE,NX 287943,55.213,-4.694,400,[5271/8],,FC
TYRain_1951-1960_27_pt1,55,Rainfall,1950s,Scotland,Dunbartonshire,-,CUMBERNAULD HOUSE,10,1951,[.......6##],29,0,24.2,1958/07,1960/12,1,0,43.6,,CUMBERNAULD-HOUSE,NS 7728376002,55.961,-3.967,310,[5317/8],Cumbernauld Development Corp.,Midas 1958 to 78 / Midas station 953
TYRain_1951-1960_27_pt1,57,Rainfall,1950s,Scotland,Dunbartonshire,-,RHU,10,1951,[.........#],12,0,10,1960/01,1960/12,1,0,57.3,,RHU,NS 2707785111,56.028,-4.776,385,[5320/5],Water Superintendant,Midas 1960 only / Midas station 13776
TYRain_1951-1960_27_pt1,63,Rainfall,1950s,Scotland,Dunbartonshire,-,GARTOCHARN (CAMBUSMOON COTTAGE),10,1951,[..........],0,0,0,,,0,0,,,GARTOCHARN-CAMBUSMOON-COTTAGE,NS 4257985708,56.038,-4.528,178,[5326/2],Clyde River Purification Board,Midas 1961 to 74 / Midas station 13769
TYRain_1951-1960_27_pt1,71,Rainfall,1950s,Scotland,Dunbartonshire,-,GLEN DOUGLAS,10,1951,[..........],0,0,0,,,0,0,,,GLEN-DOUGLAS,NS 313981,56.146,-4.717,320,[5333/5],Clyde River Purification Board,
